Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -3.000000e+002  1.000000e+000  1.000000e+000
  301    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -5.000000e+000    1    1   1.000000e+00  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -1.000000e+000 -4.000000e+000    1    1   9.997071e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -2.000000e+000 -3.000000e+000    1    1   9.996955e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -3.000000e+000 -2.000000e+000    1    1   9.996835e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -4.000000e+000 -1.000000e+000    1    1   9.996710e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -5.000000e+000  0.000000e+000    1    1   9.996580e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -6.000000e+000  1.000000e+000    1    1   9.996445e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -7.000000e+000  2.000000e+000    1    1   9.996304e-01  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -8.000000e+000  3.000000e+000    1    1   9.996158e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -9.000000e+000  4.000000e+000    1    1   9.996006e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -1.000000e+001  5.000000e+000    1    1   9.995849e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -1.100000e+001  6.000000e+000    1    1   9.995685e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -1.200000e+001  7.000000e+000    1    1   9.995514e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -1.300000e+001  8.000000e+000    1    1   9.995337e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -1.400000e+001  9.000000e+000    1    1   9.995153e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.500000e+001  1.000000e+001    1    1   9.994961e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.600000e+001  1.100000e+001    1    1   9.994762e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.700000e+001  1.200000e+001    1    1   9.994555e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.800000e+001  1.300000e+001    1    1   9.994340e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.900000e+001  1.400000e+001    1    1   9.994117e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -2.000000e+001  1.500000e+001    1    1   9.993884e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -2.100000e+001  1.600000e+001    1    1   9.993643e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -2.200000e+001  1.700000e+001    1    1   9.993392e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -2.300000e+001  1.800000e+001    1    1   9.993131e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -2.400000e+001  1.900000e+001    1    1   9.992859e-01  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -2.500000e+001  2.000000e+001    1    1   9.992577e-01  1.000000e+000  1.000000e+000  1.000000e+000              
